date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:23	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:24%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_rosu_1_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_rosu_1_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:24%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_rosu_1_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_rosu_1_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:24	214151/214151	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:25%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_rosu_1_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/3_culori_rosu_1_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:25%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_alabstru_2_{width}x.jpg?v=1641566960	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_alabstru_2_{width}xe55c.jpg	(from https://www.dovotech.com/)
13:52:26	86807/86807	---MCZ	200	added ('OK')	text/html	etag:cacheable:05a232f9870689bbe59156561dfbd9e4	https://www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-2-blue	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-2-blue.html	(from https://www.dovotech.com/)
13:52:26	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:26%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_alabstru_2_{width}x.jpg?v=1641566960	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_alabstru_2_{width}xe55c.jpg	(from https://www.dovotech.com/)
13:52:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:26%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_alabstru_2_1024x1024.jpg?v=1641566960	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_alabstru_2_1024x1024e55c.jpg	(from https://www.dovotech.com/)
13:52:27	207606/207606	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:27%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_alabstru_2_1024x1024.jpg?v=1641566960	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_alabstru_2_1024x1024e55c.jpg	(from https://www.dovotech.com/)
13:52:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:27%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_gri_2_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_gri_2_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:29	86763/86763	---MCZ	200	added ('OK')	text/html	etag:cacheable:a022affff7f3b021599c98e139827ca9	https://www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-2-grey	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-2-grey.html	(from https://www.dovotech.com/)
13:52:29	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:29%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_gri_2_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_gri_2_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:29%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_gri_2_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_gri_2_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:30	172995/172995	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:30%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_gri_2_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_gri_2_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:30%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_rosu_2_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_rosu_2_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:31	87959/87959	---MCZ	200	added ('OK')	text/html	etag:cacheable:e599209f2e61f73383f887c8d2d2a8da	https://www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-2-red	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-rzr-storage-bags-set-of-2-red.html	(from https://www.dovotech.com/)
13:52:31	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:32%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_rosu_2_{width}x.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_rosu_2_{width}x47fa.jpg	(from https://www.dovotech.com/)
13:52:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:32%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_rosu_2_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_rosu_2_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:33%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_{width}x.jpg?v=1641566958	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_{width}xe4db.jpg	(from https://www.dovotech.com/)
13:52:33	201855/201855	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:32%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_rosu_2_1024x1024.jpg?v=1641566959	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/Genti_rosu_2_1024x102447fa.jpg	(from https://www.dovotech.com/)
13:52:33	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:52:33%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_{width}x.jpg?v=1641566958	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_{width}x.53e4db.delayed	(from https://www.dovotech.com/)
13:52:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:33%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_1024x1024.jpg?v=1641566958	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_1024x1024e4db.jpg	(from https://www.dovotech.com/)
13:52:35	101623/101623	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:35%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_1024x1024.jpg?v=1641566958	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_1024x1024e4db.jpg	(from https://www.dovotech.com/)
13:52:36	10444/10444	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:1d06ae0b02a452a1bbb3ad707e3ada6c	https://www.dovotech.com/collections/rzr-storage-bags-set-of-2.atom	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/rzr-storage-bags-set-of-2.atom	(from https://www.dovotech.com/collections/rzr-storage-bags-set-of-2)
13:52:36	9828/9828	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:b00e7f5e76a4fab9a81e2f0c287a611d	https://www.dovotech.com/collections/rzr-storage-bags-set-of-2.oembed	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/rzr-storage-bags-set-of-2.oembed	(from https://www.dovotech.com/collections/rzr-storage-bags-set-of-2)
13:52:36	52812/52812	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:1ce07118f28d9c0dde47fbc667d21be9	https://www.dovotech.com/collections/POST	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/POST	(from https://www.dovotech.com/collections/rzr-storage-bags-set-of-2)
13:52:37	10659/10659	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:071881ff08687f3a77417d681049cf8e	https://www.dovotech.com/collections/storage-bags-set-of-3.atom	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/storage-bags-set-of-3.atom	(from https://www.dovotech.com/collections/storage-bags-set-of-3)
13:52:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:38%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_1200x1200.jpg?v=1641566958	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_1200x1200e4db.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:37	10358/10358	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:df85588576ba8aae25671eef0c787c80	https://www.dovotech.com/collections/storage-bags-set-of-3.oembed	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/storage-bags-set-of-3.oembed	(from https://www.dovotech.com/collections/storage-bags-set-of-3)
13:52:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:38%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/71DISB1PH_L._AC_SL1500_1200x1200.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71DISB1PH_L._AC_SL1500_1200x120071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:38	128341/128341	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:38%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_1200x1200.jpg?v=1641566958	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1_1200x1200e4db.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:40%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/71hxLLyOPhS._AC_SL1500_1200x1200.jpg?v=1641394038	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71hxLLyOPhS._AC_SL1500_1200x12004c82.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:39	113648/113648	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:39%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/71DISB1PH_L._AC_SL1500_1200x1200.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71DISB1PH_L._AC_SL1500_1200x120071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:40	162332/162332	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:40%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/71hxLLyOPhS._AC_SL1500_1200x1200.jpg?v=1641394038	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71hxLLyOPhS._AC_SL1500_1200x12004c82.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:40	2980/2980	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:24ba617fe9cb5ec838c6c3976e29e136	https://www.dovotech.com/products/dovotech-rzr-fang-light-kit.oembed	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/dovotech-rzr-fang-light-kit.oembed	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:40	52812/52812	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:1ce07118f28d9c0dde47fbc667d21be9	https://www.dovotech.com/products/POST	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/products/POST	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:41%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/pagefly-main.css?v=27747955206712591151646452925	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/pagefly-main.63993f.delayed	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:42	6119/6119	---MCZ	200	added ('OK')	text/css	date:Fri,%2012%20Aug%202022%2005:03:42%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/pagefly-main.css?v=27747955206712591151646452925	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/pagefly-main993f.css	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:42%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/pagefly.14201a83.css?v=43552721096237756831646452967	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/pagefly.14201a8368c5.css	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:42	18991/18991	---MCZ	200	added ('OK')	text/css	date:Fri,%2012%20Aug%202022%2010:52:43%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/pagefly.14201a83.css?v=43552721096237756831646452967	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/t/6/assets/pagefly.14201a8368c5.css	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:43%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1.jpg?v=1641566958	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1e4db.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:43%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/71DISB1PH_L._AC_SL1500.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71DISB1PH_L._AC_SL150071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:43	158054/158054	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:43%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1.jpg?v=1641566958	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71MFOgnzZlL._AC_SL1500__1e4db.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:44%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/71hxLLyOPhS._AC_SL1500.jpg?v=1641394038	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71hxLLyOPhS._AC_SL15004c82.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:45	101639/101639	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:44%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/71DISB1PH_L._AC_SL1500.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71DISB1PH_L._AC_SL150071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:46%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/710YC-rThlL._AC_SL1500.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/710YC-rThlL._AC_SL150071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:47	171782/171782	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:45%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/71hxLLyOPhS._AC_SL1500.jpg?v=1641394038	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/71hxLLyOPhS._AC_SL15004c82.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:48%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/711yAiv4--S._AC_SL1500.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/711yAiv4--S._AC_SL150071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:49	132672/132672	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:48%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/710YC-rThlL._AC_SL1500.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/710YC-rThlL._AC_SL150071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:50%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/716Ragrb3rL._AC_SL1500.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/716Ragrb3rL._AC_SL150071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:51	125696/125696	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:49%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/711yAiv4--S._AC_SL1500.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/711yAiv4--S._AC_SL150071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:51	146018/146018	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:52:52%20GMT	https://cdn.shopify.com/s/files/1/0620/6695/0393/products/716Ragrb3rL._AC_SL1500.jpg?v=1641394037	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/716Ragrb3rL._AC_SL150071bb.jpg	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:52	10499/10499	---MCZ	200	added ('OK')	application/javascript	etag:W/%222903-17ed1e35a72%22	https://cdn.pagefly.io/pagefly/3.15.8/core/helper.js	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.pagefly.io/pagefly/3.15.8/core/helper.js	(from https://www.dovotech.com/products/dovotech-rzr-fang-light-kit)
13:52:52	9092/9092	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:f5f46819f4b81daa04ce2b22b8f7a8a9	https://www.dovotech.com/collections/golf-cart-speakers.atom	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/golf-cart-speakers.atom	(from https://www.dovotech.com/collections/golf-cart-speakers)
13:52:52	9021/9021	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:1496899d3f8a45ce9d6cd4d24471e9c9	https://www.dovotech.com/collections/golf-cart-speakers.oembed	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/golf-cart-speakers.oembed	(from https://www.dovotech.com/collections/golf-cart-speakers)
13:52:53	52812/52812	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:1ce07118f28d9c0dde47fbc667d21be9	https://www.dovotech.com/pages/POST	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/pages/POST	(from https://www.dovotech.com/pages/contact)
13:52:53	527/527	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:9b7812e0846be38720e23c37ea17f60d	https://www.dovotech.com/blogs/news.atom	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/blogs/news.atom	(from https://www.dovotech.com/blogs/news)
13:52:54	52812/52812	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:1ce07118f28d9c0dde47fbc667d21be9	https://www.dovotech.com/blogs/POST	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/blogs/POST	(from https://www.dovotech.com/blogs/news)
13:52:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:54%20GMT	http://cdn.shopify.com/s/global/search.css	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/global/search.css	(from https://www.dovotech.com/search)
13:52:55	239/239	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20May%202022%2010:37:29%20GMT	https://cdn.shopify.com/s/global/search.css	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/global/search.css	(from https://www.dovotech.com/search)
13:52:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:55%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_medium.gif	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_medium.gif	(from https://www.dovotech.com/cart)
13:52:55	161036/161036	---MCZ	200	added ('OK')	text/html	etag:cacheable:53cd5299a456fd16890f5e666ce73df0	https://www.dovotech.com/collections/all	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/collections/all.html	(from https://www.dovotech.com/cart)
13:52:55	1809/1809	---M--	200	added ('OK')	image/gif	date:Wed,%2006%20Apr%202022%2022:57:39%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_medium.gif	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_medium.gif	(from https://www.dovotech.com/cart)
13:52:56	10714/10714	---MC-	400	error ('Bad%20Request')	text/html	date:Fri,%2012%20Aug%202022%2010:52:57%20GMT	https://www.dovotech.com/cart/change?line=1&quantity=0	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/www.dovotech.com/cart/change0437	(from https://www.dovotech.com/cart)
13:52:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:52:57%20GMT	http://cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_1200x1200.jpg?v=1641288351	C:/Users/xbrey/Downloads/DOVOTECH_SITE/Dovotech/cdn.shopify.com/s/files/1/0620/6695/0393/products/198324650_2868898236756990_8325215817140438754_n_bb067ba7-0626-485a-8a0d-143d4fc5f342_1200x12003639.jpg	(from https://www.dovotech.com/products/dovotech-t8-pro-golf-speaker-15w)
